class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,owner,pos
Class 3,3yo+,1207,Good,23,15,Zietzig (IRE),3,G,124,Neil Callan,K R Burke,79,44,Nigel Shields,19
Class 3,3yo+,1207,Good,23,8,Seven No Trumps (GB),3,G,123,R Naylor,B W Hills,85,48,Paul Mcnamara,20
Class 3,3yo+,1207,Good,23,1,Undeterred (GB),4,G,136,Michael Tebbutt,Chris Wall,89,47,Salah Fustok,21
Class 3,3yo+,1207,Good,23,5,Capricho (IRE),3,G,131,Michael Hills,William Haggas,86,29,Michael Tabor,22
Class 3,3yo+,1207,Good,23,21,Illusive I (IRE),3,G,119,Franny Norton,Michael Wigham,74,–,Danny Bloor,23
Class 1,3yo+,2414,Good,7,2,Mutamam (GB),5,H,126,Richard Hills,A C Stewart,110,123,Hamdan Al Maktoum,1
Class 1,3yo+,2414,Good,7,4,Kuwait Trooper (USA),3,C,117,Darryll Holland,Gerard Butler,105,108,Sheikh Khaled Duaij Al Sabah,2
Class 1,3yo+,2414,Good,7,5,Pawn Broker (GB),3,C,117,T Quinn,David Elsworth,114,108,Raymond Tooth,3
Class 1,3yo+,2414,Good,7,6,Reach The Top (GB),3,C,117,Jimmy Fortune,John Gosden,106,105,K Abdullah,4
Class 1,3yo+,2414,Good,7,1,Happy Change (GER),6,G,126,Michael Hills,Mark Johnston,105,105,The Winning Line,5
Class 1,3yo+,2414,Good,7,3,Alva Glen (USA),3,C,117,D Harrison,Sir Michael Stoute,106,101,Sheikh Mohammed,6
Class 1,3yo+,2414,Good,7,7,Zafonium (USA),3,C,117,Fergus Sweeney,Paul Cole,108,–,H R H Prince Fahd Salman,7
Class 4,3yo,1609,Good,17,5,Granted (FR),3,F,126,Jamie Mackay,Michael Bell,81,92,E D Kessly,1
Class 4,3yo,1609,Good,17,6,Glory Quest (USA),3,C,130,Darryll Holland,Gay Kelleway,80,88,Quest To Win Partnership,2
Class 4,3yo,1609,Good,17,11,Pretrail (IRE),3,G,126,Simon Whitworth,A C Stewart,76,83,S J Hammond,3
Class 4,3yo,1609,Good,17,15,Take Manhattan (IRE),3,G,120,Craig A Williams,Mick Channon,70,76,M G St Quinton,4
Class 4,3yo,1609,Good,17,7,Desert Fury (GB),3,G,130,D Harrison,B Hanbury,80,82,Abdulla Buhaleeba,5
Class 4,3yo,1609,Good,17,16,Ipanema Beach (GB),3,F,119,Michael Hills,J W Hills,69,69,Christopher Wright,6
Class 4,3yo,1609,Good,17,1,French Horn (GB),3,G,126,Mr N Esler,M J Ryan,83,82,The French Horn Hotel Ltd Sonning,7
Class 4,3yo,1609,Good,17,14,Azur (IRE),3,F,120,Oscar Urbina,James Fanshawe,70,67,B M Guerin,8
Class 4,3yo,1609,Good,17,4,Travelling Lite (IRE),3,C,131,G Hind,Rod Millman,81,77,The Three Bears Racing Ii,9
Class 4,3yo,1609,Good,17,17,Sofisio (GB),3,G,114,Paul Doe,William Muir,64,60,North Farm Stud,10
Class 4,3yo,1609,Good,17,3,Chapel Royale (IRE),3,C,126,Derek McGaffin,K Mahdi,81,75,Prospect Estates Ltd,11
Class 4,3yo,1609,Good,17,2,Royal Insult (GB),3,G,133,Neil Callan,K R Burke,83,69,Mrs Julie Mitchell,12
Class 4,3yo,1609,Good,17,9,Finished Article I (IRE),3,G,129,T Quinn,David Elsworth,79,54,Dr D B Davis,13
Class 4,3yo,1609,Good,17,13,Insightful (IRE),3,G,120,Jimmy Fortune,Richard Hannon Snr,70,42,Mrs B Burchett,14
Class 4,3yo,1609,Good,17,12,Hint Of Magic (GB),3,G,122,Lee Newman,Jonathan Portman,75,25,Madhatter Racing,15
Class 4,3yo,1609,Good,17,8,Salim (GB),3,G,129,Richard Hills,Sir Michael Stoute,79,28,Hamdan Al Maktoum,16
Class 4,3yo,1609,Good,17,10,Keltech Gold (IRE),3,G,127,Fergus Sweeney,Bryn Palling,77,6,D Brennan,17
Class 4,3yo+,2012,Good,19,3,Elmhurst Boy (GB),4,C,134,Paul Doe,Simon Dow,79,94,R E Anderson,1
Class 4,3yo+,2012,Good,19,1,Milligan (FR),5,G,135,Jamie Mackay,Venetia Williams,85,98,G H Leatham,2
Class 4,3yo+,2012,Good,19,15,Admirals Place (IRE),4,C,122,Franny Norton,Hugh Collingridge,67,76,C G Donovan,3
Class 4,3yo+,2012,Good,19,18,Bella Bellisimo (IRE),3,F,120,Michael Hills,J W Hills,72,79,Wyck Hall Stud,4
Class 4,3yo+,2012,Good,19,4,Thundering Surf (GB),3,C,131,Simon Whitworth,J R Jenkins,83,88,C N Mrs J C Wright,5
Class 4,3yo+,2012,Good,19,16,Pheisty (GB),3,F,119,Steve Carson,R F Johnson Houghton,74,76,Mrs R F Johnson Houghton,6
Class 4,3yo+,2012,Good,19,13,Totom (GB),5,M,124,Oscar Urbina,James Fanshawe,69,71,Chris Van Hoorn,7
Class 4,3yo+,2012,Good,19,17,Santiburi Girl (GB),3,F,117,Antonio Polli,John Best,72,71,Alan Turner,8
Class 4,3yo+,2012,Good,19,20,Final Lap (GB),4,G,118,Fergus Sweeney,William Jarvis,63,59,T C Blackwell And Partners,9
Class 4,3yo+,2012,Good,19,12,Pedro Pete (GB),3,G,124,Craig A Williams,Mick Channon,76,71,Peter Taplin,10
Class 4,3yo+,2012,Good,19,10,Lovers Leap (GB),4,G,125,C Rutter,Henry Candy,70,61,The Earl Cadogan,11
Class 4,3yo+,2012,Good,19,8,Forza Figlio (GB),7,G,129,T Quinn,M Kettle,74,64,Taylor Parker Associates Ltd,12
Class 4,3yo+,2012,Good,19,2,Secret Spring (FR),8,G,130,Ian Mongan,Lydia Richards,80,67,M K George,13
Class 4,3yo+,2012,Good,19,6,Red Letter (GB),3,F,130,Jimmy Fortune,Richard Hannon Snr,82,66,Terry Neill,14
Class 4,3yo+,2012,Good,19,5,Musally (GB),3,G,131,Richard Hills,N A Graham,83,60,Hamdan Al Maktoum,15
Class 4,3yo+,2012,Good,19,7,Tonights Prize (IRE),6,G,130,Michael Tebbutt,Chris Wall,75,50,Hintlesham Thoroughbreds,16
Class 4,3yo+,2012,Good,19,19,Supersonic (GB),4,F,119,Neil Pollard,R F Johnson Houghton,64,39,J W Rowles,17
Class 4,3yo+,2012,Good,19,11,Rum Punch I (GB),3,C,125,D Harrison,Sir Michael Stoute,77,51,The Queen,18
Class 4,3yo+,2012,Good,19,9,Cool Temper (GB),4,G,124,Lee Newman,James Eustace,72,44,The Academy,19
Class 4,2yo,1207,Good,12,11,Palace Affair (GB),2,F,120,Steve Carson,G B Balding,–,96,Miss B Swire,1
Class 4,2yo,1207,Good,12,7,Ghazal (USA),2,F,123,Willie Ryan,Sir Michael Stoute,–,85,Hamdan Al Maktoum,2
Class 4,2yo,1207,Good,12,4,Ecstatic (GB),2,F,123,Richard Hughes,Richard Hannon Snr,–,84,Exors Of The Late Lord Howard De Walden,3
Class 4,2yo,1207,Good,12,10,Oomph (GB),2,F,123,Michael Tebbutt,William Jarvis,–,75,J M Greetham,4
Class 4,2yo,1207,Good,12,6,Eye Of Gold (GB),2,F,123,Oscar Urbina,James Fanshawe,–,75,The Snailwell Stud Company Limited,5
Class 4,2yo,1207,Good,12,8,Jinaan (USA),2,F,123,Willie Supple,John Dunlop,–,69,Hamdan Al Maktoum,6
Class 4,2yo,1207,Good,12,3,Dane Dancing (IRE),2,F,123,Jimmy Fortune,John Gosden,–,65,Lady Bamford,7
Class 4,2yo,1207,Good,12,13,Princess Chloe (GB),2,F,123,G Hind,Michael Jarvis,–,59,Mrs Christine Stevenson,8
Class 4,2yo,1207,Good,12,2,Carpet Lady (IRE),2,F,120,Lee Newman,Nerys Dutfield,–,59,Axminster Carpets Ltd,9
Class 4,2yo,1207,Good,12,14,Priya (GB),2,F,123,B Marcus,Clive Brittain,81,58,B H Voak,10
Class 4,2yo,1207,Good,12,12,Piccolitia (GB),2,F,123,Tony Clark,N A Graham,–,55,T H Chadney,11
Class 4,2yo,1207,Good,12,1,Bella Pavlina (GB),2,F,123,Seb Sanders,Philip Mitchell,–,37,C Papaioannou,12
Class 4,3yo+,1408,Good,16,3,Floating Charge (GB),6,G,136,Oscar Urbina,James Fanshawe,74,86,The Leonard Curtis Partnership,1
Class 4,3yo+,1408,Good,16,4,Hill Magic (GB),5,G,135,Seb Sanders,L G Cottrell,73,84,Eric Gadsden,2
Class 4,3yo+,1408,Good,16,15,Daryabad (IRE),8,G,115,Dale Gibson,N A Graham,53,64,The Three Amigos,3
Class 4,3yo+,1408,Good,16,7,Teofilio (IRE),6,H,128,Tom McLaughlin,A J McNae,66,75,L R Gotch,4
Class 4,3yo+,1408,Good,16,2,Carlton (IRE),6,G,137,Neil Pollard,David Elsworth,75,83,City Slickers,5
Class 4,3yo+,1408,Good,16,5,Kareeb (FR),3,G,135,John Reid,William Muir,77,82,J Bernstein,6
Class 4,3yo+,1408,Good,16,13,Astrac (IRE),9,G,122,T Ashley,A J McNae,60,62,Clive Titcomb,7
Class 4,3yo+,1408,Good,16,8,Compradore (GB),5,M,127,Jimmy Fortune,Michael Blanshard,65,64,C Mckenna,8
Class 4,3yo+,1408,Good,16,11,White Emir (GB),7,G,124,Tony Clark,L G Cottrell,62,59,Miss D M Stafford,9
Class 4,3yo+,1408,Good,16,1,Dangerous Fortune (USA),4,G,138,B Marcus,J W Hills,76,73,Sara Warren Amanda Hubbard Fiona Hills,10
Class 4,3yo+,1408,Good,16,12,Akebono (IRE),4,G,124,David McCabe,Paul Burgoyne,62,58,Philip Saunders,11
Class 4,3yo+,1408,Good,16,6,Moon At Night (GB),5,G,129,Alan Daly,L G Cottrell,67,61,H C Seymour,12
Class 4,3yo+,1408,Good,16,16,Ladywell Blaise (IRE),3,F,111,Steve Carson,John Bridger,56,49,W Wood,13
Class 4,3yo+,1408,Good,16,17,Misty Boy (GB),3,G,109,Paul Doe,M J Ryan,51,44,M J Baxter,14
Class 4,3yo+,1408,Good,16,9,Uplifting (GB),5,M,127,John Lowe,L G Cottrell,65,54,H C Seymour,15
Class 4,3yo+,1408,Good,16,14,Who Goes There (GB),4,F,118,Russell Price,T M Jones,56,45,The Rest Hill Partnership,16
Class 1,2yo,1207,Good,9,8,Santolina (USA),2,F,118,Jimmy Fortune,John Gosden,100,103,H Lascelles Indian Creek A Stroud,1
Class 1,2yo,1207,Good,9,5,Proceed With Care (GB),2,G,123,John Reid,Mark Johnston,–,102,Maktoum Al Maktoum,2
Class 1,2yo,1207,Good,9,6,Triple Blue (IRE),2,C,123,Willie Ryan,Richard Hannon Snr,100,100,J C Smith,3
Class 1,2yo,1207,Good,9,7,Kachina Doll (IRE),2,F,118,Willie Supple,Mick Channon,100,89,Ridgeway Downs Racing,4
Class 1,2yo,1207,Good,9,1,Dominus (GB),2,C,123,Richard Hughes,Richard Hannon Snr,100,93,Noodles Racing,5
Class 1,2yo,1207,Good,9,9,Secret Index (IRE),2,F,118,Lee Newman,Nerys Dutfield,97,87,The Index Racing Partnership,6
Class 1,2yo,1207,Good,9,10,Silla (USA),2,F,118,Neil Pollard,I A Balding,98,82,George Strawbridge,7
Class 1,2yo,1207,Good,9,2,Game N Gifted (GB),2,G,123,David McCabe,Brian Meehan,85,86,Margarets Partnership,8
Class 1,2yo,1207,Good,9,4,Preferred (IRE),2,G,123,B Marcus,Richard Hannon Snr,94,82,R J Brennan N J Hemmington,9
Class 3,3yo+,2414,Good,7,1,Ulundi (GB),5,G,136,Richard Hughes,Lady Herries,92,102,D Heath,1
Class 3,3yo+,2414,Good,7,4,Riyafa (IRE),3,F,125,John Reid,Sir Michael Stoute,90,99,H H Aga Khan,2
Class 3,3yo+,2414,Good,7,3,First Ballot (IRE),4,G,129,Neil Pollard,David Elsworth,85,91,J C Smith,3
Class 3,3yo+,2414,Good,7,7,Delamere (USA),3,F,118,Jimmy Fortune,John Gosden,83,87,R E Sangster H Lester R Clifton,4
Class 3,3yo+,2414,Good,7,6,Lemon Bridge (IRE),5,G,116,Lee Newman,Richard Phillips,75,78,Lemon Connections,5
Class 3,3yo+,2414,Good,7,2,Rivertown (NZ),6,G,134,T Ashley,Amanda Perrett,90,90,Michael H Watt,6
Class 3,3yo+,2414,Good,7,5,Paradise Garden I (USA),3,G,124,B Marcus,Mark Johnston,89,82,J David Abell,7
Class 4,2yo,1609,Good,15,6,Hill Country (IRE),2,C,126,Jimmy Fortune,John Gosden,–,91,R E Sangster Mrs John Magnier,1
Class 4,2yo,1609,Good,15,2,Border Comet (GB),2,C,126,Richard Hughes,Sir Michael Stoute,–,87,The Queen,2
Class 4,2yo,1609,Good,15,15,Stay Behind (GB),2,F,121,Willie Ryan,Amanda Perrett,–,82,K Abdullah,3
Class 4,2yo,1609,Good,15,9,Modrik (USA),2,C,126,Willie Supple,R W Armstrong,–,84,Hamdan Al Maktoum,4
Class 4,2yo,1609,Good,15,10,Tamiami Trail (IRE),2,C,126,David McCabe,Brian Meehan,–,80,Mrs Susan Roy,5
Class 4,2yo,1609,Good,15,14,Galla Placidia (IRE),2,F,121,Seb Sanders,Roger Ingram,–,73,Alex Fraser,6
Class 4,2yo,1609,Good,15,11,Unsigned (USA),2,G,126,Oscar Urbina,James Fanshawe,–,76,Great Cumberland Pals,7
Class 4,2yo,1609,Good,15,3,Clear Ambition (GB),2,G,126,Michael Tebbutt,Brian Meehan,–,72,N B Attenborough,8
Class 4,2yo,1609,Good,15,12,Well Make It (IRE),2,G,126,Richard Mullen,Gary Moore,–,69,C F Sparrowhawk,9
Class 4,2yo,1609,Good,15,5,Eastwell Manor (GB),2,G,123,Lee Newman,Derrick Morris,–,66,Eastwell Manor Racing,10
Class 4,2yo,1609,Good,15,7,Kut O Island (USA),2,G,126,John Reid,Gerard Butler,–,58,Mrs A K H Ooi,11
Class 4,2yo,1609,Good,15,1,Ash Hab (USA),2,C,126,Paul Doe,John Dunlop,–,55,Hamdan Al Maktoum,12
Class 4,2yo,1609,Good,15,4,Dr Gordon (IRE),2,C,126,B Marcus,Clive Brittain,–,48,Alessandro Gaucci,13
Class 4,2yo,1609,Good,15,8,Mad Habit (GB),2,G,126,Neil Pollard,William Muir,–,20,F Hope,14
Class 4,2yo,1609,Good,15,13,Brendas Delight (IRE),2,F,121,G Hind,Paddy Butler,–,–,E H Whatmough,15
Class 5,3yo+,2900,Good,12,4,Three Lions (GB),3,G,124,John Reid,R F Johnson Houghton,67,81,Jim Short,1
Class 5,3yo+,2900,Good,12,14,Able Seaman (USA),3,G,111,Dale Gibson,Clive Brittain,54,65,C E Brittain,2
Class 5,3yo+,2900,Good,12,7,Durham (GB),9,G,117,Ian Mongan,Gary Moore,54,63,Wessex House Racing,3
Class 5,3yo+,2900,Good,12,8,Misconduct (GB),6,M,121,Richard Hughes,Jonathan Portman,53,60,The Playmates,4
Class 5,3yo+,2900,Good,12,5,Alcayde (GB),5,G,123,Jimmy Fortune,John Akehurst,55,60,A D Spence,5
Class 5,3yo+,2900,Good,12,6,Rising Spray (GB),9,G,123,Seb Sanders,Dr Jeremy Naylor,55,59,Exors Of The Late J T Heritage,6
Class 5,3yo+,2900,Good,12,1,Royal Patron (GB),4,F,136,B Marcus,John Dunlop,68,68,Sir Gordon Brunton,7
Class 5,3yo+,2900,Good,12,11,Chater Flair (GB),3,G,116,Sophie Mitchell,William Muir,59,56,Hong Kong Cricket Club Syndicate,8
Class 5,3yo+,2900,Good,12,3,My Pledge (IRE),5,G,126,Neil Pollard,C A Horgan,58,55,Mrs B Sumner,9
Class 5,3yo+,2900,Good,12,10,Sea Danzig (GB),7,G,115,Lee Newman,John Bridger,50,45,P Cook,10
Class 5,3yo+,2900,Good,12,13,End Of Story (IRE),4,G,112,Alan Daly,Paddy Butler,44,–,P Butler,11
Class 5,3yo+,2900,Good,12,12,Kirisnippa (GB),5,G,113,Paul Doe,Derrick Morris,45,–,Mrs Lisa Morris,12
Class 4,2yo,1408,Soft,15,13,Lipica (IRE),2,F,123,Jamie Spencer,K R Burke,–,76,Paul Green,1
Class 4,2yo,1408,Soft,15,7,Island Queen (IRE),2,F,123,Richard Hughes,Richard Hannon Snr,–,72,R A Bernard,2
Class 4,2yo,1408,Soft,15,4,Chafaya (IRE),2,F,123,Richard Hills,R W Armstrong,–,70,Hamdan Al Maktoum,3
Class 4,2yo,1408,Soft,15,14,Reciprocal (IRE),2,F,123,Neil Pollard,David Elsworth,–,68,The Caledonian Racing Society,4
Class 4,2yo,1408,Soft,15,15,Sherekiya (IRE),2,F,123,Johnny Murtagh,Sir Michael Stoute,–,66,H H Aga Khan,5
Class 4,2yo,1408,Soft,15,5,Coccolona (IRE),2,F,123,John Reid,Derek Haydn Jones,–,54,Mrs William J Byrne,6
Class 4,2yo,1408,Soft,15,3,Certainly So (GB),2,F,120,Steve Carson,G B Balding,–,50,Miss B Swire,7
Class 4,2yo,1408,Soft,15,16,Undercover Girl (IRE),2,F,123,B Marcus,William Muir,–,47,M J Caddy,8
Class 4,2yo,1408,Soft,15,11,Lay Down Sally (IRE),2,F,123,Alan Daly,Jonathan Portman,–,46,Nick Quesnel,9
Class 4,2yo,1408,Soft,15,9,Lady Angola (USA),2,F,123,Kevin Darley,John Dunlop,–,44,T Ricketts Susan Abbott Racing,10
Class 4,2yo,1408,Soft,15,12,Like Blazes (GB),2,F,123,Philip Robinson,Clive Brittain,–,39,Alessandro Gaucci,11
Class 4,2yo,1408,Soft,15,10,La Traviata (GB),2,F,123,Seb Sanders,Sir Mark Prescott Bt,–,31,Cheveley Park Stud,12
Class 4,2yo,1408,Soft,15,1,Amulette (GB),2,F,123,Robert Havlin,John Gosden,–,23,Sheikh Mohammed,13
Class 4,2yo,1408,Soft,15,6,FloridaI (IRE),2,F,116,Lisa Somers,Ian Wood,–,–,Neardown Stables,14
Class 4,2yo,1408,Soft,15,8,Kiss Curl (GB),2,F,118,A Eddery,Michael Madgwick,–,–,Miss D M Green,15
Class 4,2yo,1609,Soft,10,9,Worthily I (USA),2,C,126,John Reid,Mick Channon,–,102,Salem Suhail,1
Class 4,2yo,1609,Soft,10,3,Kings Secret (USA),2,C,126,Johnny Murtagh,Sir Michael Stoute,–,101,Saeed Suhail,2
Class 4,2yo,1609,Soft,10,6,Serge Lifar (GB),2,C,126,Richard Hughes,Richard Hannon Snr,–,87,Lord Carnarvon,3
Class 4,2yo,1609,Soft,10,8,Token (GB),2,C,126,Alan Daly,Marcus Tregoning,–,71,Sheikh Mohammed,4
Class 4,2yo,1609,Soft,10,2,Dinofelis (GB),2,G,126,Micky Fenton,P W Harris,–,45,Mrs P W Harris,5
Class 4,2yo,1609,Soft,10,10,Playonetoonedotcom (IRE),2,F,121,Jimmy Quinn,C M Kinane,–,32,Exors Of The Late G A Hubbard,6
Class 4,2yo,1609,Soft,10,1,Bellino Empresario (IRE),2,G,126,Kevin Darley,Ian Wood,–,33,Happy Days Partnership,7
Class 4,2yo,1609,Soft,10,5,Le Fantasme (GB),2,G,126,Oscar Urbina,Simon Dow,–,32,D G Churston,8
Class 4,2yo,1609,Soft,10,11,Primo Venture (GB),2,F,121,Michael Tebbutt,S Woods,–,17,Dr Frank S B Chao,9
Class 4,2yo,1609,Soft,10,7,Thundered I (USA),2,G,126,Willie Ryan,E J ONeill,–,–,J D Martin,10
Class 3,3yo,1207,Soft,23,23,Random Task (IRE),3,C,111,Steve Carson,Derek Shaw,71,82,J C Fretwell,1
Class 3,3yo,1207,Soft,23,3,Grey Eminence (FR),3,C,131,Richard Hughes,Richard Hannon Snr,88,96,Jeffen Racing,2
Class 3,3yo,1207,Soft,23,2,Blue Velvet (GB),3,F,129,Craig Carver,K T Ivory,89,97,K T Ivory,3
Class 3,3yo,1207,Soft,23,6,Bandanna (GB),3,F,125,Jamie Spencer,Ron Hodges,82,89,Miss R Dobson,4
Class 3,3yo,1207,Soft,23,20,Ulysses Daughter (IRE),3,F,116,Willie Ryan,Gerard Butler,73,70,The Travellers,5
Class 3,3yo,1207,Soft,23,7,Pedro Jack (IRE),3,G,118,D Glennon,Brian Meehan,82,76,Michael F B Peart,6
Class 3,3yo,1207,Soft,23,5,Melanzana (GB),3,F,126,Michael Tebbutt,Ed Dunlop,83,68,The Serendipity Partnership,7
Class 3,3yo,1207,Soft,23,17,Labrett (GB),3,G,116,David McCabe,Brian Meehan,73,58,Mrs E A Lerpiniere,8
Class 3,3yo,1207,Soft,23,9,Royal Insult (GB),3,G,118,Darren Williams,K R Burke,80,64,Mrs Julie Mitchell,9
Class 3,3yo,1207,Soft,23,19,Dancing Empress (GB),3,F,116,Philip Robinson,Michael Jarvis,73,56,The C H F Partnership,10
Class 3,3yo,1207,Soft,23,14,Najeyba (GB),3,F,118,B Marcus,A C Stewart,75,55,Sheikh Ahmed Al Maktoum,11
Class 3,3yo,1207,Soft,23,16,Star Princess (GB),3,F,110,Chris Catlin,K T Ivory,74,45,The Star Princess Partnership,12
Class 3,3yo,1207,Soft,23,11,Ravishing (IRE),3,F,120,Shane Kelly,William Haggas,80,51,G C Johnston,13
Class 3,3yo,1207,Soft,23,15,Lakeland Paddy (IRE),3,G,118,Fergus Sweeney,Michael Blanshard,75,45,Mrs R G Wellman,14
Class 3,3yo,1207,Soft,23,8,La Caprice (USA),3,F,124,Gary Carter,Alan Berry,81,48,Slatch Farm Stud,15
Class 3,3yo,1207,Soft,23,24,Risky Reef (GB),3,G,113,Matthew Henry,I A Balding,70,36,Park House Partnership,16
Class 3,3yo,1207,Soft,23,10,Chiquita (IRE),3,F,123,Kevin Darley,James Toller,80,46,Buckingham Thoroughbreds I,17
Class 3,3yo,1207,Soft,23,18,Queens Bench (IRE),3,F,118,Micky Fenton,B Hanbury,75,39,Abdulla Buhaleeba,18
Class 3,3yo,1207,Soft,23,12,Budelli I (IRE),3,C,123,Craig A Williams,Mick Channon,80,41,Mrs C Roper,19
Class 3,3yo,1207,Soft,23,13,Las Ramblas (IRE),3,G,120,John Reid,R F Johnson Houghton,77,38,C W Sumner,20
Class 3,3yo,1207,Soft,23,1,Molly Brown (GB),3,F,133,Richard Hills,Richard Hannon Snr,90,50,The Sinking Fast Partnership,21
Class 3,3yo,1207,Soft,23,21,Effervescent (GB),3,F,114,Neil Pollard,I A Balding,71,24,J C Smith,22
Class 3,3yo,1207,Soft,23,22,Chorus (GB),3,F,113,Jimmy Quinn,Rod Millman,70,18,In The Know,23
Class 4,3yo+,1609,Soft,19,18,Sweet Reward (GB),5,G,124,Micky Fenton,Mrs J Smyth-Osbourne,64,78,Mrs Andria Dorler Partners,1
Class 4,3yo+,1609,Soft,19,17,Pagan King (IRE),4,G,126,Jamie Spencer,James Toller,66,79,The Gap Partnership,2
Class 4,3yo+,1609,Soft,19,20,Bold Raider (GB),3,G,123,Willie Ryan,I A Balding,67,80,The Farleigh Court Racing Partnership,3
Class 4,3yo+,1609,Soft,19,4,Locombe Hill (IRE),4,G,137,Jimmy Quinn,Michael Blanshard,77,82,Stanley Hinton,4
Class 4,3yo+,1609,Soft,19,16,Silk Daisy (GB),4,F,126,A McGlone,Henry Candy,66,70,Mrs C M Poland,5
Class 4,3yo+,1609,Soft,19,11,Aploy (GB),3,F,132,Richard Hills,R F Johnson Houghton,76,78,Exors Of The Late Mrs P Robeson,6
Class 4,3yo+,1609,Soft,19,9,Abajany (GB),6,G,132,Craig A Williams,Mick Channon,72,64,John White And Partners,7
Class 4,3yo+,1609,Soft,19,2,Tammam (IRE),4,G,137,Shane Kelly,Linda Stubbs,80,69,Maurice Parker,8
Class 4,3yo+,1609,Soft,19,8,SincerityI (GB),3,F,133,Oscar Urbina,James Fanshawe,77,66,Mrs Mary Watt,9
Class 4,3yo+,1609,Soft,19,14,Wind Chime (IRE),3,C,130,B Marcus,Clive Brittain,74,62,Saeed Manana,10
Class 4,3yo+,1609,Soft,19,13,Final Dividend (IRE),4,G,130,David McCabe,James Eustace,70,58,Charles Curtis,11
Class 4,3yo+,1609,Soft,19,12,Knocktopher Abbey (GB),3,G,131,Seb Sanders,Rod Millman,75,62,Seasons Holidays,12
Class 4,3yo+,1609,Soft,19,3,Secret Spring (FR),8,G,133,Ian Mongan,Lydia Richards,78,60,M K George,13
Class 4,3yo+,1609,Soft,19,1,Indian Blaze (GB),6,G,140,Neil Pollard,David Elsworth,80,60,The Braves,14
Class 4,3yo+,1609,Soft,19,10,Indian Sun (GB),3,G,132,Kevin Darley,John Dunlop,76,52,James Flower,15
Class 4,3yo+,1609,Soft,19,7,Time For Music (IRE),3,G,134,L Carter,T G Mills,78,32,Shipman Racing Ltd,16
Class 4,3yo+,1609,Soft,19,15,Byzantium I (GB),6,G,127,Richard Hughes,William Jarvis,67,17,R Van Gelder,17
Class 4,3yo+,1609,Soft,19,19,Jazzy Millennium (GB),3,G,123,Tony Clark,Rod Millman,67,–,Millennium Millionaires Partnership,18
Class 4,3yo+,1609,Soft,19,6,Smooth Sand (USA),3,G,134,Philip Robinson,Michael Jarvis,78,1,Walter Grubmuller,19
Class 3,3yo+,2414,Soft,9,5,Zilarator (USA),4,G,130,B Marcus,William Haggas,90,102,Wentworth Racing Pty Ltd,1
Class 3,3yo+,2414,Soft,9,8,Purple Heather (USA),3,F,121,Richard Hughes,Richard Hannon Snr,90,93,The Queen,2
Class 3,3yo+,2414,Soft,9,6,Royal Tryst I (USA),3,C,124,Johnny Murtagh,Sir Michael Stoute,90,93,Sheikh Mohammed,3
Class 3,3yo+,2414,Soft,9,3,Just In TimeI (GB),5,G,130,John Reid,T G Mills,89,89,Mrs Pauline Merrick,4
Class 3,3yo+,2414,Soft,9,4,Kuster (GB),4,C,130,Jamie Spencer,Luca Cumani,90,89,Lord Vestey,4
Class 3,3yo+,2414,Soft,9,1,Al Azhar (GB),6,G,130,Tony Clark,Michael Dods,90,68,Mrs Karen S Pratt,6
Class 3,3yo+,2414,Soft,9,7,Bow Strada (GB),3,G,122,Micky Fenton,P W Harris,89,67,Doolan Haygarth Rice Strachan,7
Class 3,3yo+,2414,Soft,9,2,Famous (FR),7,G,125,Ian Mongan,John Bridger,27,60,J J Bridger,8
Class 3,3yo+,2414,Soft,9,9,Sheer Spirit (IRE),3,F,121,Neil Pollard,David Elsworth,76,–,Mrs Max Morris,9
Class 4,3yo,2414,Soft,19,2,Dance Director (IRE),3,G,126,Kevin Darley,John Gosden,–,93,Mr R E Sangster Mr A K Collins,1
Class 4,3yo,2414,Soft,19,18,Saluem (GB),3,F,121,Seb Sanders,Rae Guest,–,84,Matthews Breeding And Racing,2
Class 4,3yo,2414,Soft,19,3,Distant Cousin (GB),3,G,126,Willie Ryan,Sir Henry Cecil,–,88,Wafic Said,3
Class 4,3yo,2414,Soft,19,17,Island Princess (IRE),3,F,121,Philip Robinson,David Elsworth,77,81,Philip J Costello John F Costello,4
Class 4,3yo,2414,Soft,19,5,Guard DutyI (GB),3,G,126,Alan Daly,Marcus Tregoning,80,81,The Earl Cadogan,5
Class 4,3yo,2414,Soft,19,19,Selvorine (GB),3,F,121,Richard Hughes,Roger Charlton,–,68,K Abdullah,6
Class 4,3yo,2414,Soft,19,8,Polar Star (GB),3,G,126,John Reid,Chris Wall,81,72,A E Oppenheimer,7
Class 4,3yo,2414,Soft,19,6,Ocean Tide (GB),3,G,126,Jamie Spencer,Luca Cumani,–,70,Mrs E H Vestey,8
Class 4,3yo,2414,Soft,19,16,High Barn (GB),3,F,121,Oscar Urbina,James Fanshawe,–,57,Lord Halifax,9
Class 4,3yo,2414,Soft,19,15,Dena (GB),3,F,121,Michael Tebbutt,William Jarvis,–,54,Cuadra Africa,10
Class 4,3yo,2414,Soft,19,12,Terimons Dream (GB),3,G,126,Jimmy Quinn,Tony Carroll,–,57,John Mckenna,11
