going,ran,num,pos,ovr_btn,btn,age,sex,lbs,time,secs,dec,or,rpr,jockey,trainer
Good,23,6,3,2.5,2,8,G,161,04:45.7,285.72,21,138,143,David Bass,Nicky Henderson
Good,23,16,4,6.5,4,4,G,148,04:46.5,286.52,26,138,131,James Cowley,Paul Nicholls
Good,23,24,5,16.5,10,7,G,150,04:48.5,288.52,51,127,124,Peter Carberry,Rachel Hobbs
Good,23,14,6,18.5,2,7,G,150,04:48.9,288.92,17,132,121,Joe Colliver,Micky Hammond
Good,23,2,7,18.75,0.3,5,G,166,04:49.0,288.97,17,140,129,Aodhagan Conlon,Evan Williams
Good,23,22,8,19.5,0.75,6,G,149,04:49.1,289.12,13,128,118,Jake Greenall,Milton Harris
Good,23,13,9,20.5,1,6,G,156,04:49.3,289.32,7.5,133,120,Conor OFarrell,David Pipe
Good,23,7,10,21,0.5,5,G,160,04:49.4,289.42,26,137,125,Giles Hawkins,Philip Hobbs
Good,23,17,11,26,5,5,G,148,04:50.4,290.42,19,130,113,Jeremiah McGrath,Nicky Henderson
Good,23,15,12,26.25,0.1,6,G,153,04:50.5,290.49,29,130,111,Richard Killoran,Nicky Henderson
Good,23,18,13,29,2.75,8,G,146,04:51.0,291.02,34,128,107,Peter Hatton,Alan King
Good,23,3,14,31.75,2.75,5,G,163,04:51.6,291.57,15,140,116,Sam Twiston-Davies,Nigel Twiston-Davies
Good,23,8,15,34.75,3,7,G,160,04:52.2,292.17,11,137,110,Matt Griffiths,Philip Hobbs
Good,23,9,16,50.75,16,9,G,162,04:55.4,295.37,34,136,93,Fearghal Davis,Brian Ellison
Good,23,12,17,53.25,2.5,5,G,156,04:55.9,295.87,67,133,87,John Kington,Donald McCain
Good,23,23,18,118.25,65,7,G,153,05:08.9,308.87,101,127,16,Donal Devereux,Michael Blake
Good,23,10,BD,-,-,6,G,161,-,-,23,135,–,B J Cooper,Evan Williams
Good,23,20,BD,-,-,6,G,151,-,-,17,128,–,Richie McLernon,Jonjo ONeill
Good,23,5,F,-,-,7,G,161,-,-,9,138,–,Ian Popham,Paul Nicholls
Good,23,21,PU,-,-,5,M,151,-,-,101,128,–,Robert Dunne,Venetia Williams
Good,23,4,SU,-,-,7,G,162,-,-,21,139,122,Charlie Huxley,Alan King
Good,24,20,1,0,0,8,G,168,06:37.2,397.2,34,125,150,Mr Derek OConnor,I R Ferguson
Good,24,22,2,17,17,11,M,161,06:40.6,400.6,101,–,125,Miss Gina Andrews,Alan Hill
Good,24,14,3,19,2,8,G,168,06:41.0,401,26,–,131,Mr D Murphy,James Joseph Mangan
Good,24,13,4,28,9,6,G,168,06:42.8,402.8,4,134,126,Mr J T McNamara,E Bolger
Good,24,3,5,35,7,9,G,168,06:44.2,404.2,11,129,124,Mr Phillip York,Alan Hill
Good,24,7,6,37.25,2.25,11,G,168,06:44.7,404.65,8,138,113,Mr N Harris,Mrs C C Scott
Good,24,18,7,41,3.75,10,G,168,06:45.4,405.4,41,128,112,Mr N Sutton,Philip Hobbs
Good,24,19,8,41.25,0.3,10,G,168,06:45.5,405.45,21,134,110,Miss C Tizzard,C St V Fox
Good,24,1,9,47.25,6,12,G,168,06:46.7,406.65,67,108,104,Mr O Greenall,Mrs C A Coward
Good,24,17,10,50.25,3,7,G,168,06:47.2,407.25,101,109,102,Mr W Kinsey,Mark Hughes
Good,24,12,11,63.25,13,10,G,168,06:49.8,409.85,151,126,90,Mr David Maxwell,Mrs Kim Smyly
Good,24,5,12,66.25,3,13,G,168,06:50.5,410.45,101,108,87,Philip Prince,Mrs A S Hodges
Good,24,4,F,-,-,9,G,168,-,-,67,119,–,Miss C Ewart,Mrs Jenny Gordon
Good,24,11,PU,-,-,11,G,168,-,-,67,129,–,Mr S Keating,Harry Whittington
Good,24,15,PU,-,-,11,G,168,-,-,41,113,–,Miss P Gundry,Ross Oliver
Good,24,9,PU,-,-,11,G,168,-,-,151,107,–,Mr R Hawkins,Patricia Shaw
Good,24,21,PU,-,-,9,M,161,-,-,21,133,–,Mr T Greenall,David M Easterby
Good,24,10,PU,-,-,8,G,168,-,-,7.5,136,–,Ryan Mahon,Paul Nicholls
Good,24,23,PU,-,-,8,M,161,-,-,21,128,–,Miss C Roddick,Miss Chloe Roddick
Good,24,6,PU,-,-,8,G,168,-,-,34,124,–,Mr R Burton,Steve Flook
Good,24,2,UR,-,-,11,G,168,-,-,4,136,148,William Twiston-Davies,Nigel Twiston-Davies
Good,24,16,UR,-,-,10,G,168,-,-,67,124,112,Mr B J Tuckey,M J Tuckey
Good,24,24,UR,-,-,10,M,161,-,-,101,120,–,Mrs Jo Supple,Jackie Du Plessis
Good,24,8,UR,-,-,8,G,168,-,-,34,135,–,Mr Josh Halley,Rebecca Curtis
Good,5,1,1,0,0,6,G,158,04:56.8,296.8,3.75,125,138,R Walsh,Paul Nicholls
Good,5,2,2,3.25,3.25,6,G,158,04:57.4,297.45,12,121,134,Richard Johnson,Tim Vaughan
Good,5,5,3,12.25,9,6,G,158,04:59.2,299.25,2.25,136,125,Robert Thornton,Alan King
Good,5,4,4,17.25,5,5,G,158,05:00.2,300.25,4.5,130,122,Leighton Aspell,Oliver Sherwood
Good,5,3,5,24.25,7,6,G,158,05:01.6,301.65,15,130,114,Jimmy McCarthy,Renee Robeson
Good,5,2,1,0,0,7,G,161,07:18.1,438.1,3,124,138,A P McCoy,Jonjo ONeill
Good,5,3,2,14,14,9,G,159,07:20.9,440.9,10,122,125,Andrew Thornton,Lawney Hill
Good,5,4,3,69,55,8,G,158,07:31.9,451.9,5.5,121,73,Jason Maguire,Kim Bailey
Good,5,5,4,108,39,11,G,153,07:39.7,459.7,4.5,116,32,Sam Twiston-Davies,Nigel Twiston-Davies
Good,5,1,F,-,-,10,G,166,-,-,4,129,–,Aidan Coleman,Sarah Humphrey
Good,10,8,1,0,0,7,G,143,04:58.2,298.2,8.5,124,130,Richard Johnson,Philip Hobbs
Good,10,4,2,5,5,7,G,150,04:59.2,299.2,5,131,134,R Walsh,Paul Nicholls
Good,10,5,3,7.25,2.25,6,G,146,04:59.6,299.65,5.5,127,128,Tom OBrien,Alan Jones
Good,10,11,4,8,0.75,6,G,135,04:59.8,299.8,6.5,123,122,Kielan Woods,Charlie Longsdon
Good,10,3,5,8.5,0.5,7,G,154,04:59.9,299.9,13,135,134,Jack Doyle,Emma Lavelle
Good,10,6,6,16.5,8,7,G,139,05:01.5,301.5,8,127,118,Peter Carberry,Rachel Hobbs
Good,10,12,7,17,0.5,7,G,137,05:01.6,301.6,34,121,113,Ian Popham,Paul Nicholls
Good,10,10,8,27,10,6,G,140,05:03.6,303.6,6,121,108,Richie McLernon,Rebecca Curtis
Good,10,1,9,27.25,0.3,8,G,161,05:03.6,303.65,15,147,129,Aodhagan Conlon,Rebecca Curtis
Good,10,2,10,34.25,7,6,G,160,05:05.0,305.05,17,141,118,A P McCoy,David Pipe
Good,5,1,1,0,0,8,G,164,05:08.4,308.4,2.1,170,167,R Walsh,Paul Nicholls
Good,5,3,2,0.5,0.5,10,G,141,05:08.5,308.5,5,150,146,Keiran Burke,Patrick Rodford
Good,5,4,3,10.5,10,7,G,137,05:10.5,310.5,7,150,136,Mr E D Linehan,Ferdy Murphy
Good,5,6,4,72.5,62,8,G,144,05:22.9,322.9,17,150,79,Paddy Brennan,Nigel Twiston-Davies
Good,5,2,5,120.5,48,9,G,144,05:32.5,332.5,5,150,36,Richard Johnson,Philip Hobbs
Good,14,4,1,0,0,6,G,164,05:58.1,358.1,4,118,132,A P McCoy,Warren Greatrex
Good,14,17,2,5,5,7,G,139,05:59.1,359.1,5,100,104,Kielan Woods,Phil Middleton
Good,14,12,3,6,1,8,G,146,05:59.3,359.3,17,103,106,Ian Popham,James Evans
Good,14,5,4,6.75,0.75,6,G,163,05:59.5,359.45,17,117,119,Daryl Jacob,Ben Case
Good,14,10,5,13.75,7,7,G,154,06:00.9,360.85,15,108,105,Richard Johnson,Paul Henderson
Good,14,14,6,19.75,6,6,M,141,06:02.1,362.05,17,102,93,Tom Cannon,Suzy Smith
Good,14,2,7,22.25,2.5,6,G,164,06:02.6,362.55,12,118,106,Warren Marston,Martin Keighley
Good,14,16,8,23.75,1.5,7,G,146,06:02.9,362.85,9,100,87,Andrew Glassonbury,Linda Blackford
Good,14,1,9,24,0.2,7,G,166,06:02.9,362.94,11,120,107,R Walsh,Paul Nicholls
Good,14,13,10,34,10,5,G,148,06:04.9,364.9,21,102,80,Henry Oliver,Sue Smith
Good,14,15,11,54,20,8,G,146,06:08.9,368.9,67,100,60,David England,John Panvert
Good,14,7,12,56.75,2.75,6,G,159,06:09.4,369.45,11,113,70,Sam Twiston-Davies,Nigel Twiston-Davies
Good,14,8,PU,-,-,6,G,158,-,-,10,112,–,Andrew Tinkler,George Baker
Good,14,6,PU,-,-,7,G,158,-,-,51,115,–,Tom Molloy,Andrew Price
Good,5,2,1,0,0,7,G,162,06:30.3,390.3,2,140,142,Richard Johnson,Philip Hobbs
Good,5,1,2,1.5,1.5,7,G,162,06:30.6,390.6,3.25,133,142,A P McCoy,Rebecca Curtis
Good,5,3,3,4.25,2.75,8,G,162,06:31.2,391.15,5,130,137,R Walsh,Paul Nicholls
Good,5,4,4,67.25,63,6,G,154,06:43.8,403.75,101,–,71,Keiran Burke,Patrick Rodford
Good,5,5,F,-,-,10,M,152,-,-,10,117,–,Paddy Brennan,Sophie Leech
Good,10,7,1,0,0,4,G,153,04:07.2,247.2,5,123,125,Richard Johnson,Charlie Longsdon
Good,10,4,2,1,1,5,G,154,04:07.4,247.4,15,123,128,Mark Quinlan,Bernard Llewellyn
Good,10,1,3,5,4,6,G,159,04:08.2,248.2,6,130,131,Jeremiah McGrath,Nicky Henderson
Good,10,3,4,7.25,2.25,5,G,158,04:08.6,248.65,13,125,124,Marc Goldstein,Sheena West
Good,10,6,5,9.75,2.5,6,G,154,04:09.1,249.15,5.5,118,116,Joe Tizzard,Colin Tizzard
Good,10,11,6,10.25,0.5,6,G,146,04:09.2,249.25,21,110,107,Tom OBrien,Philip Hobbs
Good,10,5,7,17.25,7,5,G,159,04:10.7,250.65,7,123,115,Robert Thornton,Alan King
Good,10,2,8,20.25,3,8,G,160,04:11.3,251.25,9,129,119,Conor OFarrell,Michael Scudamore
Good,10,9,9,27.25,7,5,G,150,04:12.7,252.65,6,114,95,Warren Marston,Milton Harris
Good,10,8,10,43.25,16,9,G,150,04:15.8,255.85,34,114,81,Harry Skelton,Jamie Snowden
Good,5,6,1,0,0,4,G,152,04:00.3,240.3,2.25,143,140,Joe Tizzard,Colin Tizzard
Good,5,5,2,8,8,4,G,152,04:01.9,241.9,5.5,–,135,A P McCoy,Nicky Henderson
Good,5,4,3,22,14,4,G,152,04:04.7,244.7,2.75,139,120,R Walsh,Paul Nicholls
Good,5,2,4,31,9,7,G,158,04:06.5,246.5,21,123,118,Jack Quinlan,Alan Blackmore
Good,5,3,5,39,8,5,G,158,04:08.1,248.1,26,127,112,Lee Edwards,Tony Carroll
Good,8,9,1,0,0,10,M,146,05:12.3,312.3,11,117,127,Tom OBrien,Sophie Leech
Good,8,3,2,1,1,8,G,161,05:12.5,312.5,6,132,140,Sam Twiston-Davies,Nigel Twiston-Davies
Good,8,1,3,3,2,6,G,164,05:12.9,312.9,4.5,135,141,R Walsh,Paul Nicholls
Good,8,7,4,3,0.1,6,G,146,05:12.9,312.92,8,122,130,Aodhagan Conlon,Evan Williams
Good,8,2,5,11,8,8,G,156,05:14.5,314.5,4.5,134,135,Tom Cannon,Alan Fleming
Good,8,4,6,20,9,7,G,156,05:16.3,316.3,6,127,121,Robert Thornton,Alan King
Good,8,6,7,28,8,8,M,152,05:17.9,317.9,10,123,110,Nick Scholfield,Jeremy Scott
Good,8,8,8,70,42,7,G,151,05:26.3,326.3,26,122,88,Andrew Thornton,Tim Fitzgerald
Good,16,11,1,0,0,5,M,137,05:07.6,307.6,9.5,125,136,David Bass,Nicky Henderson
Good,16,4,2,5,5,7,M,151,05:08.6,308.6,5,136,139,Dominic Elsworth,Paul Webber
Good,16,9,3,11,6,5,M,135,05:09.8,309.8,4.33,125,123,Ryan Mahon,Paul Nicholls
Good,16,6,4,12,1,6,M,140,05:10.0,310,21,125,122,Aidan Coleman,Brendan Powell
Good,16,1,5,12.5,0.5,7,M,157,05:10.1,310.1,9,149,146,William Twiston-Davies,Nigel Twiston-Davies
Good,16,14,6,12.75,0.3,6,M,137,05:10.1,310.15,23,125,122,Charlie Huxley,Alan King
Good,16,2,7,26.75,14,6,M,152,05:12.9,312.95,10,137,123,Richard Johnson,Richard Price
Good,16,12,8,29.75,3,6,M,135,05:13.5,313.55,51,125,107,Conor OFarrell,Michael Scudamore
Good,16,8,9,30,0.3,8,M,140,05:13.6,313.6,7.5,125,106,Sam Twiston-Davies,Keith Reveley
Good,16,10,10,31.5,1.5,6,M,140,05:13.9,313.9,41,125,104,Adrian Lane,Donald McCain
Good,16,5,11,40.5,9,7,M,150,05:15.7,315.7,21,135,106,William Kennedy,Bernard Llewellyn
Good,16,13,12,47.5,7,6,M,133,05:17.1,317.1,21,125,90,Tom Cannon,Suzy Smith
Good,16,7,13,55.5,8,5,M,140,05:18.7,318.7,17,125,85,Sam Jones,Oliver Sherwood
Good,16,16,14,77.5,22,7,M,140,05:23.1,323.1,101,125,63,Harry Skelton,Stuart Howe
Good,16,15,PU,-,-,7,M,140,-,-,51,125,–,Paddy Brennan,Tom George
Good,16,3,PU,-,-,5,M,151,-,-,26,136,–,A P McCoy,Jonjo ONeill
Good,7,4,1,0,0,9,G,150,06:23.4,383.4,5.5,132,146,Richard Johnson,Philip Hobbs
Good,7,5,2,1,1,11,G,144,06:23.6,383.6,7.5,126,137,Denis ORegan,Daniel William OSullivan
Good,7,7,3,21,20,8,G,140,06:27.6,387.6,3.75,122,122,Timmy Murphy,Dr Richard Newland
Good,7,1,4,22,1,9,G,166,06:27.8,387.8,8.5,148,140,R Walsh,Paul Nicholls
Good,7,2,5,44,22,10,G,157,06:32.2,392.2,10,139,111,Sam Twiston-Davies,Nigel Twiston-Davies
Good,7,3,6,140,96,7,G,150,06:51.4,411.4,5,132,18,Felix De Giles,Nicky Henderson
Good,7,6,PU,-,-,7,G,140,-,-,11,122,–,Paddy Brennan,Micky Hammond
Good,11,2,1,0,0,7,G,158,05:48.2,348.2,3.25,132,145,Nick Scholfield,Jeremy Scott
Good,11,7,2,0.5,0.5,6,G,154,05:48.3,348.3,8,128,141,R Walsh,Paul Nicholls
Good,11,9,3,16.5,16,7,G,149,05:51.5,351.5,6.5,123,121,Warren Marston,Martin Keighley
Good,11,3,4,19.75,3.25,8,G,156,05:52.1,352.15,15,130,125,Dominic Elsworth,Nicky Richards
Good,11,4,5,21.5,1.75,7,G,156,05:52.5,352.5,17,130,125,Paddy Brennan,Micky Hammond
Good,11,11,6,22.75,1.25,8,G,149,05:52.7,352.75,13,123,116,Rhys Flint,Jim Old
Good,11,10,7,24.5,1.75,6,G,149,05:53.1,353.1,8,123,115,Tom OBrien,Philip Hobbs
Good,11,1,8,26.5,2,9,G,166,05:53.5,353.5,21,140,129,Sam Twiston-Davies,Nigel Twiston-Davies
Good,11,8,9,29.25,2.75,6,G,144,05:54.1,354.05,9.5,125,112,Jonathan England,Evan Williams
Good,11,12,10,33,3.75,7,G,139,05:54.8,354.8,17,116,99,Donal Devereux,Peter Bowen
Good,11,5,11,66,33,8,G,153,06:01.4,361.4,29,130,97,Richard Killoran,Nicky Henderson
Good,9,9,1,0,0,8,G,150,04:01.4,241.4,8,116,124,Donal Devereux,Dai Burchell
Good,9,3,2,0.3,0.3,7,G,155,04:01.5,241.46,15,129,136,Mr E D Linehan,Ferdy Murphy
Good,9,8,3,14.25,14,7,G,154,04:04.2,244.25,6.5,120,114,Keiran Burke,Suzy Smith
Good,9,7,4,22.25,8,10,G,154,04:05.8,245.85,8,123,111,Jeremiah McGrath,Heather Main
Good,9,2,5,29.25,7,8,G,158,04:07.3,247.25,17,130,111,Jake Greenall,Henry Daly
Good,9,5,6,31.5,2.25,7,G,156,04:07.7,247.7,12,125,103,Sam Twiston-Davies,Nigel Twiston-Davies
Good,9,1,7,38.5,7,7,G,163,04:09.1,249.1,3.75,132,103,David Bass,Nicky Henderson
Good,9,4,8,45.5,7,7,G,158,04:10.5,250.5,5,127,92,Conor OFarrell,David Pipe
Good,9,10,9,84.5,39,9,G,149,04:18.3,258.3,17,115,55,Ian Popham,Claire Dyson
Good,17,14,1,0,0,4,F,147,03:59.1,239.1,11,–,105,Robert Thornton,Alan King
Good,17,4,2,1.75,1.75,6,M,150,03:59.4,239.45,6.5,–,109,Charlie Huxley,Oliver Sherwood
Good,17,11,3,3.25,1.5,4,F,140,03:59.8,239.75,4.5,–,102,Jeremiah McGrath,Nicky Henderson
Good,17,13,4,5,1.75,4,F,147,04:00.1,240.1,34,–,100,Timmy Murphy,Murty McGrath
Good,17,9,5,14,9,5,M,153,04:01.9,241.9,7,–,98,Joe Tizzard,Colin Tizzard
Good,17,2,6,17,3,5,M,153,04:02.5,242.5,5,–,95,Richard Johnson,Philip Hobbs
Good,17,12,7,17.25,0.2,4,F,147,04:02.6,242.59,41,–,89,Daryl Jacob,Keith Reveley
Good,17,7,8,23.25,6,5,M,153,04:03.7,243.75,9,–,90,A P McCoy,Neil Mulholland
Good,17,8,9,24,0.75,5,M,153,04:03.9,243.9,29,–,89,Rhys Flint,Philip Hobbs
Good,17,1,10,28.5,4.5,4,F,154,04:04.8,244.8,34,–,86,Gerard Tumelty,Alan King
Good,17,18,11,32.25,3.75,4,F,147,04:05.6,245.55,21,–,77,Sam Twiston-Davies,Nigel Twiston-Davies
Good,17,16,12,32.75,0.5,4,F,142,04:05.7,245.65,101,–,75,Mark Quinlan,Sue Gardner
Good,17,6,13,38.75,6,5,M,153,04:06.9,246.85,17,–,76,Tom Messenger,Chris Bealby
Good,17,5,14,52.75,14,5,M,153,04:09.6,249.65,34,–,63,Andrew Thornton,Simon Earle
Good,17,15,15,52.75,0.05,4,F,147,04:09.7,249.66,101,–,57,Nick Scholfield,Jackie Retter
Good,17,3,16,73.75,21,5,M,146,04:13.8,253.85,51,–,44,James Banks,Matthew Salaman
Good,17,17,PU,-,-,4,F,142,-,-,67,–,–,Conor OFarrell,Brian Eckley
Good To Firm,13,9,1,0,0,9,G,157,04:00.2,240.2,4,–,108,Mr James Ridley,Mrs H S M Ridley
Good To Firm,13,6,2,3.75,3.75,10,G,157,04:00.9,240.95,26,98,103,Miss Jenny Carr,Mrs K Heard
Good To Firm,13,12,3,7,3.25,8,G,157,04:01.6,241.6,21,–,100,James Best,Jackie Du Plessis
Good To Firm,13,2,4,8.75,1.75,9,G,168,04:01.9,241.95,5,112,103,Mr Joshua Guerriero,Andrew Jackson
Good To Firm,13,1,5,26.75,18,8,G,165,04:05.6,245.55,5,105,86,Mr D Kemp,David Kemp
Good To Firm,13,8,6,35.75,9,10,G,157,04:07.3,247.35,101,75,75,Miss Rachel King,Ms A Hardy
Good To Firm,13,3,7,57.75,22,8,G,163,04:11.8,251.75,5.5,106,58,Capt Tim Edwards,Tom George
Good To Firm,13,7,8,59,1.25,6,G,161,04:12.0,252,101,–,53,Mr R G Henderson,Patrick Rodford
Good To Firm,13,5,9,63.5,4.5,12,G,157,04:12.9,252.9,51,82,49,Miss K L Morgan,Kelly Morgan
Good To Firm,13,10,10,64.25,0.75,8,G,157,04:13.0,253.05,81,72,49,Ben Poste,Mrs I Barnett
Good To Firm,13,4,11,80.25,16,7,G,159,04:16.2,256.25,21,–,34,Mr J Mahot,Miss Chloe Roddick
Good To Firm,13,11,PU,-,-,8,G,157,-,-,8,–,–,Mr S Drinkwater,Fergal OBrien
Good To Firm,13,13,UR,-,-,8,M,150,-,-,126,–,–,Nico de Boinville,D Bryant
Good To Firm,17,4,1,0,0,6,G,157,06:27.7,387.7,15,–,110,Mr S Drinkwater,Fergal OBrien
Good To Firm,17,13,2,2,2,8,G,157,06:28.1,388.1,12,108,109,Mr D Collins,Charles Whittaker
Good To Firm,17,2,3,2.5,0.5,7,G,161,06:28.2,388.2,6,–,108,Mr M Seston,Gary Hanmer
Good To Firm,17,12,4,14.5,12,7,G,159,06:30.6,390.6,12,–,98,Mr I Chanin,E Walker
Good To Firm,17,1,5,15,0.5,6,G,161,06:30.7,390.7,3.5,–,103,Lizzie Kelly,Jane Williams
Good To Firm,17,16,6,21,6,7,M,150,06:31.9,391.9,101,–,86,Lbdr Jody Sole,S A Jones
Good To Firm,17,7,7,26,5,7,G,157,06:32.9,392.9,21,–,86,Mikey Ennis,Caroline Fryer
Good To Firm,17,14,8,56,30,9,G,157,06:38.9,398.9,67,79,–,Mr M Wills,M F Wills
Good To Firm,17,10,F,-,-,12,G,157,-,-,17,–,–,Thomas Garner,R Bryan
Good To Firm,17,8,PU,-,-,12,G,157,-,-,67,76,–,Mr P Blagg,Paul Blagg
Good To Firm,17,3,PU,-,-,10,G,157,-,-,101,67,–,Jake Hodson,S Rea
Good To Firm,17,15,PU,-,-,10,G,157,-,-,51,–,–,Mr M Wilesmith,Mrs C Wilesmith
Good To Firm,17,17,PU,-,-,9,M,150,-,-,41,–,–,Michael Heard,J Heard
Good To Firm,17,11,PU,-,-,5,G,157,-,-,41,–,–,Jonathan England,R N Bevis
Good To Firm,17,9,PU,-,-,8,G,157,-,-,51,–,–,Mr Will Hickman,Mrs Alison Hickman
Good To Firm,17,5,UR,-,-,7,G,161,-,-,9,84,–,Mr M Wall,H Wilson
Good To Firm,17,6,UR,-,-,5,G,164,-,-,6.5,–,–,Mr Nick Williams,Mrs Myfanwy Miles
Good To Firm,10,7,1,0,0,12,G,154,06:20.8,380.8,8,116,124,Miss J C Williams,Philip Rowley
Good To Firm,10,10,2,6,6,10,M,147,06:22.0,382,26,–,112,Miss Sarah-Jayne Davies,Miss Sarah-Jayne Davies
Good To Firm,10,2,3,10.5,4.5,9,G,162,06:22.9,382.9,4.5,116,125,Miss Charlotte Evans,Keith Goldsworthy
Good To Firm,10,6,4,27.5,17,12,G,158,06:26.3,386.3,10,104,105,Miss J Coward,Mrs C A Coward
Good To Firm,10,9,5,30.25,2.75,8,M,147,06:26.9,386.85,17,95,90,Joanna Mason,I M Mason
Good To Firm,10,8,6,60.25,30,10,M,147,06:32.9,392.85,13,105,63,LBdr Sally Randell,Mrs Myfanwy Miles
Good To Firm,10,4,7,66.25,6,9,M,157,06:34.1,394.05,3.5,121,66,Mrs Alex Dunn,Mrs K R Smith-Maxwell
Good To Firm,10,1,F,-,-,12,G,162,-,-,9,111,107,Miss Sarah West,Miss Sarah West
Good To Firm,10,3,PU,-,-,12,G,162,-,-,15,114,–,Miss Amaryllis Goschen,Mrs A E Lee
Good To Firm,10,5,PU,-,-,9,M,155,-,-,17,–,–,Mrs Freya Brewer,Mrs M Stirk
Good To Firm,5,2,1,0,0,10,G,160,06:49.7,409.7,1.91,125,118,Mr N Sutton,Philip Hobbs
Good To Firm,5,3,2,0.75,0.75,9,G,160,06:49.8,409.85,5.5,104,118,Miss Lorna Brooke,Philip Rowley
Good To Firm,5,4,3,7.75,7,10,G,157,06:51.3,411.25,26,94,109,Mr Oscar Churton,Royston Smart
Good To Firm,5,5,4,33.75,26,8,G,157,06:56.5,416.45,26,85,85,Miss C L Brown,Martin Peaty
Good To Firm,5,1,5,81.75,48,9,G,160,07:06.0,426.05,3.25,126,64,Mr O J Murphy,Anabel K Murphy
Good To Firm,9,1,1,0,0,7,G,161,06:29.7,389.7,3,–,120,Mr S Drinkwater,Fergal OBrien
Good To Firm,9,5,2,3.5,3.5,10,G,161,06:30.4,390.4,3.5,102,110,Ben Poste,Miss S M Taylor
Good To Firm,9,4,3,9.5,6,7,G,168,06:31.6,391.6,21,100,106,Mr T Weston,Martin Weston
Good To Firm,9,7,4,14.5,5,10,G,161,06:32.6,392.6,34,–,100,Mr A Ralph,Andy Hobbs
Good To Firm,9,3,5,19.5,5,12,G,165,06:33.6,393.6,7,110,96,Mr M Wall,H Wilson
Good To Firm,9,2,6,49.5,30,8,G,161,06:39.6,399.6,9,–,74,Mr D J Griffiths,Paul Davies
Good To Firm,9,9,PU,-,-,10,G,163,-,-,13,103,–,Mr J Mahot,Miss Sarah-Jayne Davies
Good To Firm,9,6,PU,-,-,8,G,161,-,-,34,97,–,Mr Joshua Harris,Grace Harris
Good To Firm,9,8,PU,-,-,6,G,161,-,-,17,–,–,Nick Slatter,Fergal OBrien
Good To Firm,7,7,1,0,0,11,M,157,08:35.5,515.5,2.1,–,130,Miss Gina Andrews,Alan Hill
Good To Firm,7,5,2,34,34,9,G,157,08:42.3,522.3,26,–,103,Mr Matthew Hampton,Mrs Janet Ackner
Good To Firm,7,4,3,34.75,0.75,11,G,161,08:42.5,522.45,3,120,104,Jake Hodson,Ian Williams
Good To Firm,7,3,4,42.75,8,12,G,161,08:44.1,524.05,11,103,97,Mr A Wadlow,Henry Daly
Good To Firm,7,6,5,48.75,6,10,G,157,08:45.3,525.25,23,103,89,Mr James Ridley,Mrs N Sheppard
Good To Firm,7,1,PU,-,-,9,G,172,-,-,13,125,–,Mr A J Berry,Jonjo ONeill
Good To Firm,7,2,PU,-,-,6,G,165,-,-,15,105,–,Mr R G Henderson,Nick Mitchell
Good To Firm,11,12,1,0,0,12,G,157,05:18.1,318.1,8,118,120,Mr Matthew Hampton,Audrey Manners
Good To Firm,11,5,2,2.75,2.75,12,G,161,05:18.6,318.65,2.2,140,123,James Best,Philip Hobbs
Good To Firm,11,4,3,4.25,1.5,10,G,172,05:18.9,318.95,13,117,124,Mr T Weston,Dr Richard Newland
Good To Firm,11,11,4,7.5,3.25,12,G,157,05:19.6,319.6,26,–,112,Mikey Ennis,Mrs V Dobbin
Good To Firm,11,1,5,8.25,0.75,10,G,172,05:19.7,319.75,6,125,121,Mr A J Berry,Jonjo ONeill
Good To Firm,11,7,6,29.25,21,13,G,164,05:23.9,323.95,41,115,96,Mr Tom David,Miss R Dando
Good To Firm,11,6,7,31.75,2.5,10,G,168,05:24.4,324.45,34,99,94,Mr William Biddick,Michael Scudamore
Good To Firm,11,3,8,36.75,5,13,G,169,05:25.5,325.45,11,108,94,Mr M Walford,Mrs M Stirk
Good To Firm,11,14,9,47.75,11,9,G,161,05:27.7,327.65,17,108,76,Mr M Wall,Miss C Herrington
Good To Firm,11,8,PU,-,-,10,G,157,-,-,101,74,–,Mr D Collins,A F Gorman
Good To Firm,11,2,PU,-,-,11,G,167,-,-,15,122,–,Mr P J Tolman,Steve Flook
Good To Firm,4,2,1,0,0,6,G,165,04:46.3,286.3,2.88,132,134,R Walsh,Paul Nicholls
Good To Firm,4,1,2,7,7,5,G,165,04:47.7,287.7,21,123,128,William Kennedy,Paul Webber
Good To Firm,4,4,F,-,-,6,G,158,-,-,2,–,128,James Reveley,Nick Williams
Good To Firm,4,5,F,-,-,4,G,154,-,-,6,–,–,Paul Moloney,Evan Williams
Good To Firm,9,7,1,0,0,6,G,147,05:52.2,352.2,2.62,130,132,A P McCoy,Warren Greatrex
Good To Firm,9,3,2,1.25,1.25,7,G,152,05:52.5,352.45,13,135,131,Tom Scudamore,David Pipe
Good To Firm,9,8,3,2.75,1.5,7,G,142,05:52.7,352.75,11,125,120,Dominic Elsworth,Shaun Lycett
Good To Firm,9,10,4,3,0.2,8,G,140,05:52.8,352.84,15,123,119,Dave Crosse,Martin Keighley
Good To Firm,9,1,5,5.5,2.5,8,G,166,05:53.3,353.3,12,149,142,Paul Carberry,Gordon Elliott
Good To Firm,9,4,6,7.75,2.25,7,G,145,05:53.7,353.75,17,133,124,Henry Brooke,Donald McCain
Good To Firm,9,6,7,8.75,1,8,G,147,05:54.0,353.95,6.5,130,120,Danny Cook,David Pipe
